name,left_d x,left_d y,right_u x,right_u y,is house
IMG3.png,1112,200,1365,230,False
IMG3.png,716,176,783,201,False
IMG3.png,1083,111,1111,280,False
IMG3.png,992,87,1022,117,False
IMG3.png,434,66,637,157,False
IMG3.png,889,600,980,603,False
IMG3.png,1315,541,1356,583,False
IMG3.png,1315,430,1356,533,False
IMG3.png,267,274,303,324,False
IMG3.png,296,212,336,273,False
IMG3.png,1283,74,1364,194,False
IMG3.png,1115,63,1229,157,False
IMG3.png,404,58,424,73,False
IMG3.png,190,21,420,313,False
IMG3.png,299,73,327,89,False
IMG3.png,258,56,296,81,False
IMG3.png,875,32,1040,91,False
IMG3.png,436,43,509,60,False
IMG3.png,0,15,11,40,False
IMG3.png,1093,-14,1365,105,False
IMG3.png,129,1,193,9,False
IMG3.png,1254,0,1365,67,False
IMG3.png,1120,-4,1265,56,False
IMG3.png,838,0,1091,36,False
IMG3.png,22,0,121,9,False
IMG4.png,664,592,789,607,False
IMG4.png,822,587,919,600,False
IMG4.png,936,584,1051,592,False
IMG4.png,1337,582,1347,612,False
IMG4.png,456,475,549,481,False
IMG4.png,695,463,775,471,False
IMG4.png,276,397,323,614,False
IMG4.png,0,344,297,612,False
IMG4.png,199,352,244,367,False
IMG4.png,1342,341,1356,430,False
IMG4.png,0,315,261,335,False
IMG4.png,263,313,367,331,False
IMG4.png,1167,290,1195,595,False
IMG4.png,1088,257,1108,528,False
IMG4.png,0,216,353,260,False
IMG4.png,1066,391,1083,546,False
IMG4.png,780,303,817,323,False
IMG4.png,805,281,863,312,False
IMG4.png,1067,279,1077,377,False
IMG4.png,910,259,975,284,False
IMG4.png,0,165,39,196,False
IMG4.png,1087,118,1406,336,False
IMG4.png,1102,226,1154,252,False
IMG4.png,375,93,1104,328,False
IMG4.png,-4,84,102,155,False
IMG4.png,0,71,364,112,False
IMG4.png,359,56,405,303,False
IMG4.png,387,86,396,113,False
IMG4.png,1000,6,1047,57,False
IMG4.png,1077,-82,1466,293,False
IMG4.png,1041,-16,1189,184,False
IMG4.png,1051,0,1070,88,False
IMG4.png,0,0,379,80,False
IMG5.png,891,603,970,612,False
IMG5.png,1263,572,1368,620,False
IMG5.png,490,539,498,596,False
IMG5.png,979,489,1323,632,False
IMG5.png,305,482,320,612,False
IMG5.png,1356,472,1365,498,False
IMG5.png,366,438,888,648,False
IMG5.png,525,504,785,613,False
IMG5.png,448,487,532,515,False
IMG5.png,1356,429,1365,464,False
IMG5.png,415,420,514,467,False
IMG5.png,976,380,1135,407,False
IMG5.png,189,376,349,461,False
IMG5.png,1220,375,1249,385,False
IMG5.png,165,367,191,379,False
IMG5.png,792,357,907,384,False
IMG5.png,208,352,356,415,False
IMG5.png,438,342,509,381,False
IMG5.png,469,349,498,371,False
IMG5.png,572,340,690,358,False
IMG5.png,488,339,936,664,False
IMG5.png,527,427,547,464,False
IMG5.png,-11,308,186,406,False
IMG5.png,801,291,832,328,False
IMG5.png,-2,276,133,338,False
IMG5.png,79,269,116,287,False
IMG5.png,1255,264,1280,283,False
IMG5.png,-1,258,39,278,False
IMG5.png,1056,251,1088,269,False
IMG5.png,961,245,976,260,False
IMG5.png,543,239,563,335,False
IMG5.png,1026,212,1077,223,False
IMG5.png,546,207,568,231,False
IMG5.png,671,181,930,216,False
IMG5.png,958,172,1009,220,False
IMG5.png,1288,165,1365,181,False
IMG5.png,563,121,576,159,False
IMG5.png,16,63,43,73,False
IMG5.png,643,10,1172,73,False
IMG5.png,878,-59,1532,758,False
IMG5.png,1206,443,1231,454,False
IMG6.png,319,588,347,606,False
IMG6.png,979,589,1006,597,False
IMG6.png,89,581,106,612,False
IMG6.png,10,572,74,614,False
IMG6.png,457,556,492,573,False
IMG6.png,619,555,651,570,False
IMG6.png,895,544,923,572,False
IMG6.png,667,545,683,564,False
IMG6.png,475,525,506,540,False
IMG6.png,71,509,108,528,False
IMG6.png,206,501,229,526,False
IMG6.png,-3,499,179,618,False
IMG6.png,114,528,145,549,False
IMG6.png,320,473,349,500,False
IMG6.png,808,475,837,497,False
IMG6.png,284,474,314,485,False
IMG6.png,363,469,378,500,False
IMG6.png,971,451,1067,538,False
IMG6.png,1255,443,1365,598,False
IMG6.png,365,437,395,455,False
IMG6.png,866,438,890,501,False
IMG6.png,939,437,954,452,False
IMG6.png,443,437,458,468,False
IMG6.png,914,434,1321,605,False
IMG6.png,1329,416,1371,447,False
IMG6.png,1034,417,1097,436,False
IMG6.png,-8,398,237,671,False
IMG6.png,183,507,205,554,False
IMG6.png,156,441,191,511,False
IMG6.png,1112,389,1140,432,False
IMG6.png,517,389,538,404,False
IMG6.png,731,385,762,404,False
IMG6.png,843,373,858,391,False
IMG6.png,1044,360,1082,379,False
IMG6.png,891,357,922,372,False
IMG6.png,459,351,490,376,False
IMG6.png,1146,341,1257,373,False
IMG6.png,1019,340,1058,348,False
IMG6.png,490,312,571,373,False
IMG6.png,797,307,813,344,False
IMG6.png,195,277,769,520,False
IMG6.png,939,261,954,276,False
IMG6.png,854,258,874,276,False
IMG6.png,1177,249,1418,464,False
IMG6.png,1274,388,1291,421,False
IMG6.png,1305,356,1323,373,False
IMG6.png,881,246,906,276,False
IMG6.png,914,234,940,247,False
IMG6.png,782,222,827,256,False
IMG6.png,842,226,1372,447,False
IMG6.png,832,226,862,238,False
IMG6.png,991,206,1150,344,False
IMG6.png,779,192,829,231,False
IMG6.png,987,191,1039,230,False
IMG6.png,819,187,858,197,False
IMG6.png,17,164,60,204,False
IMG6.png,987,165,1006,176,False
IMG6.png,854,147,946,226,False
IMG6.png,1034,146,1067,160,False
IMG6.png,1089,73,1391,314,False
IMG6.png,1185,215,1249,293,False
IMG6.png,1210,196,1227,213,False
IMG6.png,1178,196,1195,213,False
IMG6.png,1306,164,1333,213,False
IMG6.png,1178,164,1195,181,False
IMG6.png,1290,116,1323,149,False
IMG6.png,1141,84,1196,119,False
IMG6.png,1316,76,1339,85,False
IMG6.png,80,58,124,69,False
IMG6.png,1202,44,1242,53,False
IMG6.png,1268,1,1331,30,False
IMG6.png,763,-27,1316,208,False
IMG6.png,882,125,922,147,False
IMG6.png,476,234,536,266,False
IMG6.png,104,235,140,250,False
IMG6.png,250,192,344,274,False
IMG6.png,627,193,656,207,False
IMG6.png,346,185,367,257,False
IMG6.png,488,149,501,165,False
IMG6.png,497,124,550,182,False
IMG6.png,211,118,270,154,False
IMG6.png,366,80,376,102,False
IMG6.png,683,76,734,114,False
IMG6.png,740,67,780,101,False
IMG6.png,517,67,543,89,False
IMG6.png,240,62,364,124,False
IMG6.png,614,66,635,86,False
IMG6.png,545,63,595,113,False
IMG6.png,807,57,944,116,False
IMG6.png,631,52,669,75,False
IMG6.png,948,46,977,66,False
IMG6.png,735,32,776,74,False
IMG6.png,1013,6,1092,43,False
IMG6.png,69,0,191,8,False
IMG7.png,1194,594,1221,619,False
IMG7.png,1260,571,1302,609,False
IMG7.png,406,554,522,623,False
IMG7.png,-8,539,131,631,False
IMG7.png,1201,517,1257,570,False
IMG7.png,1282,413,1323,453,False
IMG7.png,-7,348,408,574,False
IMG7.png,-7,142,948,629,False
IMG7.png,1116,-8,1222,162,False
IMG7.png,984,-4,1009,28,False
IMG7.png,1263,240,1297,260,False
IMG7.png,1196,208,1249,237,False
IMG7.png,1071,151,1125,183,False
IMG7.png,997,117,1033,141,False
IMG7.png,53,0,117,9,False
IMG7.png,-14,-9,31,47,False
IMG8.png,297,522,317,544,False
IMG8.png,-8,510,117,621,False
IMG8.png,409,341,561,473,False
IMG8.png,-11,324,323,625,False
IMG8.png,506,245,615,343,False
IMG8.png,478,220,509,250,False
IMG8.png,51,191,511,602,False
IMG8.png,599,150,704,243,False
IMG8.png,147,114,410,346,False
IMG8.png,493,49,1000,632,False
IMG8.png,736,298,784,356,False
IMG8.png,833,203,863,235,False
IMG8.png,902,127,928,153,False
IMG8.png,922,84,959,124,False
IMG8.png,275,45,488,224,False
IMG8.png,-25,37,182,271,False
IMG8.png,33,165,69,206,False
IMG8.png,987,36,1389,454,False
IMG8.png,656,15,695,54,False
IMG8.png,436,8,470,36,False
IMG8.png,1161,0,1237,134,False
IMG8.png,1018,-134,1528,384,False
IMG8.png,993,-13,1034,28,False
IMG8.png,929,-25,1007,52,False
IMG8.png,895,-10,978,72,False
IMG8.png,186,0,233,9,False
IMG8.png,-15,-6,27,53,False
IMG9.png,123,547,188,619,False
IMG9.png,1179,526,1191,558,False
IMG9.png,1237,512,1362,611,False
IMG9.png,1288,558,1295,590,False
IMG9.png,1198,473,1219,514,False
IMG9.png,1361,472,1365,542,False
IMG9.png,-21,444,159,632,False
IMG9.png,216,398,242,612,False
IMG9.png,769,376,785,462,False
IMG9.png,1213,372,1238,436,False
IMG9.png,418,270,447,507,False
IMG9.png,599,232,637,612,False
IMG9.png,1070,196,1084,226,False
IMG9.png,247,131,261,218,False
IMG9.png,1203,127,1225,174,False
IMG9.png,257,95,264,126,False
IMG9.png,436,68,458,232,False
IMG9.png,1049,61,1081,178,False
IMG9.png,781,62,805,99,False
IMG9.png,-21,57,119,552,False
IMG9.png,1125,0,1364,611,False
IMG9.png,1084,0,1105,110,False
IMG9.png,1027,0,1043,21,False
IMG9.png,956,-1,1022,613,False
IMG9.png,995,141,1008,171,False
IMG9.png,781,0,832,612,False
IMG9.png,620,0,648,226,False
IMG9.png,448,0,460,72,False
IMG10.png,363,569,526,594,False
IMG10.png,571,561,618,568,False
IMG10.png,779,522,801,575,False
IMG10.png,0,469,100,491,False
IMG10.png,106,468,155,474,False
IMG10.png,776,451,794,507,False
IMG10.png,458,426,500,438,False
IMG10.png,775,339,786,371,False
IMG10.png,19,324,60,329,False
IMG10.png,68,312,116,327,False
IMG10.png,122,304,207,319,False
IMG10.png,234,290,342,308,False
IMG10.png,362,264,584,295,False
IMG10.png,762,240,777,271,False
IMG10.png,20,149,191,178,False
IMG10.png,219,99,686,158,False
IMG10.png,1334,94,1363,115,False
IMG10.png,1267,67,1322,99,False
IMG10.png,1206,44,1237,64,False
IMG10.png,1071,-6,1187,43,False
IMG10.png,743,0,757,57,False
IMG10.png,74,0,250,9,False
IMG11.png,430,600,459,612,False
IMG11.png,1010,591,1073,612,False
IMG11.png,233,589,305,594,False
IMG11.png,432,584,489,602,False
IMG11.png,664,583,695,592,False
IMG11.png,183,579,231,589,False
IMG11.png,1182,562,1283,579,False
IMG11.png,1077,563,1091,612,False
IMG11.png,0,551,86,568,False
IMG11.png,310,506,356,527,False
IMG11.png,1135,492,1171,614,False
IMG11.png,1063,470,1085,486,False
IMG11.png,1245,450,1289,492,False
IMG11.png,266,442,301,456,False
IMG11.png,239,436,263,451,False
IMG11.png,1206,436,1234,457,False
IMG11.png,265,431,408,514,False
IMG11.png,339,477,360,487,False
IMG11.png,-9,427,401,582,False
IMG11.png,139,525,194,547,False
IMG11.png,70,514,136,544,False
IMG11.png,14,490,86,554,False
IMG11.png,119,498,140,511,False
IMG11.png,162,490,203,522,False
IMG11.png,38,476,94,495,False
IMG11.png,134,477,168,511,False
IMG11.png,11,462,24,479,False
IMG11.png,252,425,296,436,False
IMG11.png,429,412,1086,650,False
IMG11.png,889,600,980,603,False
IMG11.png,887,558,936,599,False
IMG11.png,839,542,888,559,False
IMG11.png,742,525,807,566,False
IMG11.png,487,526,504,543,False
IMG11.png,1046,525,1058,544,False
IMG11.png,695,510,728,527,False
IMG11.png,647,510,680,527,False
IMG11.png,951,478,1000,503,False
IMG11.png,887,478,904,499,False
IMG11.png,1303,409,1365,424,False
IMG11.png,40,411,72,430,False
IMG11.png,141,404,236,429,False
IMG11.png,119,364,183,375,False
IMG11.png,358,355,402,393,False
IMG11.png,1320,319,1343,330,False
IMG11.png,1079,315,1301,532,False
IMG11.png,24,318,55,326,False
IMG11.png,445,238,1100,452,False
IMG11.png,955,413,984,423,False
IMG11.png,750,411,792,420,False
IMG11.png,807,382,840,391,False
IMG11.png,711,382,744,419,False
IMG11.png,759,381,792,391,False
IMG11.png,855,366,872,400,False
IMG11.png,711,350,728,367,False
IMG11.png,839,334,856,351,False
IMG11.png,727,334,744,351,False
IMG11.png,887,318,904,335,False
IMG11.png,695,318,728,335,False
IMG11.png,1015,302,1032,319,False
IMG11.png,535,302,552,319,False
IMG11.png,983,294,1016,303,False
IMG11.png,679,286,696,303,False
IMG11.png,519,270,536,303,False
IMG11.png,1238,230,1343,253,False
IMG11.png,1159,155,1244,317,False
IMG11.png,818,111,929,200,False
IMG11.png,824,103,840,118,False
IMG11.png,903,94,1114,272,False
IMG11.png,1015,222,1032,239,False
IMG11.png,999,206,1016,223,False
IMG11.png,1063,158,1080,175,False
IMG11.png,982,144,1016,175,False
IMG11.png,966,105,1016,112,False
IMG11.png,1350,89,1365,118,False
IMG11.png,816,87,855,94,False
IMG11.png,1254,75,1289,96,False
IMG11.png,1205,70,1273,114,False
IMG11.png,459,60,916,255,False
IMG11.png,647,222,680,229,False
IMG11.png,791,206,872,243,False
IMG11.png,759,206,776,239,False
IMG11.png,823,190,840,207,False
IMG11.png,743,174,760,207,False
IMG11.png,614,173,663,190,False
IMG11.png,471,158,488,176,False
IMG11.png,1196,31,1217,55,False
IMG11.png,1114,31,1119,72,False
IMG11.png,0,17,11,46,False
IMG11.png,1224,15,1239,46,False
IMG11.png,1304,-15,1389,68,False
IMG11.png,1223,-9,1334,66,False
IMG11.png,1174,-1,1371,164,False
IMG11.png,1091,-3,1182,614,False
IMG11.png,1112,523,1125,561,False
IMG11.png,1111,373,1133,527,False
IMG11.png,886,-13,1116,89,False
IMG11.png,39,573,66,585,False
IMG11.png,422,411,435,445,False
IMG11.png,374,274,410,292,False
IMG11.png,427,269,447,382,False
IMG11.png,405,270,425,351,False
IMG11.png,45,257,83,272,False
IMG11.png,373,129,412,172,False
IMG11.png,165,136,214,164,False
IMG11.png,436,134,455,267,False
IMG11.png,295,129,363,152,False
IMG11.png,145,125,162,137,False
IMG11.png,113,113,142,128,False
IMG11.png,384,99,414,111,False
IMG11.png,311,88,361,129,False
IMG11.png,279,94,313,105,False
IMG11.png,63,90,94,109,False
IMG11.png,415,62,425,83,False
IMG11.png,296,57,322,70,False
IMG11.png,759,14,776,31,False
IMG11.png,582,13,630,33,False
IMG11.png,344,0,439,9,False
IMG12.png,42,607,94,612,False
IMG12.png,522,593,566,605,False
IMG12.png,185,585,250,603,False
IMG12.png,370,570,491,602,False
IMG12.png,145,566,188,599,False
IMG12.png,256,545,389,615,False
IMG12.png,248,535,265,557,False
IMG12.png,65,525,148,596,False
IMG12.png,608,525,621,553,False
IMG12.png,293,516,331,553,False
IMG12.png,110,516,141,546,False
IMG12.png,208,508,246,526,False
IMG12.png,52,459,88,480,False
IMG12.png,239,395,290,430,False
IMG12.png,1119,388,1155,406,False
IMG12.png,202,384,221,419,False
IMG12.png,880,371,1104,403,False
IMG12.png,168,373,190,399,False
IMG12.png,800,370,825,391,False
IMG12.png,685,361,788,387,False
IMG12.png,713,333,753,356,False
IMG12.png,689,335,704,350,False
IMG12.png,669,287,688,302,False
IMG12.png,609,287,624,302,False
IMG12.png,513,287,544,308,False
IMG12.png,64,283,107,310,False
IMG12.png,385,279,401,294,False
IMG12.png,567,252,593,288,False
IMG12.png,-1,251,40,265,False
IMG12.png,433,247,449,288,False
IMG12.png,625,223,636,270,False
IMG12.png,225,223,320,280,False
IMG12.png,155,218,214,268,False
IMG12.png,417,215,448,238,False
IMG12.png,752,199,1188,242,False
IMG12.png,661,193,738,219,False
IMG12.png,449,175,464,190,False
IMG12.png,324,108,451,229,False
IMG12.png,456,127,512,139,False
IMG12.png,133,113,351,250,False
IMG12.png,256,174,273,191,False
IMG12.png,208,158,225,191,False
IMG12.png,224,142,241,159,False
IMG12.png,288,140,321,159,False
IMG12.png,160,124,177,143,False
IMG12.png,397,107,449,136,False
IMG12.png,146,102,175,110,False
IMG12.png,373,95,392,125,False
IMG12.png,0,80,38,95,False
IMG12.png,645,63,673,142,False
IMG12.png,200,51,374,125,False
IMG12.png,272,78,289,95,False
IMG12.png,89,63,176,94,False
IMG12.png,96,58,434,62,False
IMG12.png,8,56,86,613,False
IMG12.png,725,54,753,70,False
IMG12.png,768,52,827,62,False
IMG12.png,497,47,512,66,False
IMG12.png,641,31,656,46,False
IMG12.png,561,15,576,30,False
IMG12.png,593,5,624,62,False
IMG12.png,1242,464,1254,534,False
IMG12.png,1315,430,1356,533,False
IMG12.png,1239,380,1260,401,False
IMG12.png,1291,70,1302,113,False
IMG12.png,1212,10,1233,21,False
IMG12.png,1220,9,1272,57,False
IMG12.png,1170,0,1200,18,False
IMG12.png,654,-7,751,87,False
IMG12.png,128,0,175,8,False
IMG12.png,0,0,64,84,False
IMG13.png,1306,583,1365,606,False
IMG13.png,1108,560,1131,579,False
IMG13.png,518,516,553,567,False
IMG13.png,456,406,484,432,False
IMG13.png,484,375,531,421,False
IMG13.png,539,367,548,398,False
IMG13.png,538,263,566,277,False
IMG13.png,1313,238,1339,261,False
IMG13.png,1269,239,1284,255,False
IMG13.png,484,238,513,256,False
IMG13.png,523,229,550,256,False
IMG13.png,1353,218,1365,240,False
IMG13.png,1243,187,1286,196,False
IMG13.png,509,90,651,243,False
IMG13.png,940,58,962,80,False
IMG13.png,1336,58,1363,77,False
IMG13.png,1273,39,1320,77,False
IMG13.png,925,2,966,62,False
IMG13.png,571,0,729,99,False
IMG13.png,666,32,682,45,False
IMG13.png,633,27,663,57,False
IMG13.png,889,600,980,603,False
IMG13.png,448,584,470,607,False
IMG13.png,471,559,498,587,False
IMG13.png,1162,556,1183,569,False
IMG13.png,988,548,1035,595,False
IMG13.png,1190,542,1211,569,False
IMG13.png,474,521,501,561,False
IMG13.png,1101,515,1149,547,False
IMG13.png,625,489,720,603,False
IMG13.png,823,504,850,526,False
IMG13.png,556,463,579,484,False
IMG13.png,1153,452,1187,487,False
IMG13.png,847,451,899,497,False
IMG13.png,399,447,476,587,False
IMG13.png,1015,434,1079,496,False
IMG13.png,940,428,996,482,False
IMG13.png,642,432,672,462,False
IMG13.png,568,428,594,451,False
IMG13.png,1100,423,1149,484,False
IMG13.png,618,413,643,438,False
IMG13.png,695,405,868,580,False
IMG13.png,786,443,817,464,False
IMG13.png,671,380,725,439,False
IMG13.png,627,387,668,423,False
IMG13.png,826,374,905,453,False
IMG13.png,924,371,946,393,False
IMG13.png,860,362,882,391,False
IMG13.png,1067,350,1089,371,False
IMG13.png,1202,316,1288,352,False
IMG13.png,562,302,604,344,False
IMG13.png,802,291,841,321,False
IMG13.png,1213,285,1246,317,False
IMG13.png,1076,280,1111,333,False
IMG13.png,1290,278,1319,291,False
IMG13.png,882,239,976,354,False
IMG13.png,609,216,820,385,False
IMG13.png,715,265,726,290,False
IMG13.png,710,231,740,261,False
IMG13.png,842,198,871,220,False
IMG13.png,946,175,996,201,False
IMG13.png,799,164,845,191,False
IMG13.png,850,167,873,182,False
IMG13.png,448,139,486,177,False
IMG13.png,900,138,960,179,False
IMG13.png,1028,128,1065,157,False
IMG13.png,1064,131,1089,175,False
IMG13.png,490,114,503,130,False
IMG13.png,1072,93,1100,122,False
IMG13.png,726,70,748,93,False
IMG13.png,1066,65,1089,105,False
IMG13.png,1037,58,1073,95,False
IMG13.png,442,56,509,150,False
IMG13.png,1001,31,1037,66,False
IMG13.png,1182,29,1201,47,False
IMG13.png,1115,20,1255,154,False
IMG13.png,1185,89,1204,114,False
IMG13.png,463,9,475,43,False
IMG13.png,11,9,439,57,False
IMG13.png,1063,5,1083,24,False
IMG13.png,863,2,875,20,False
IMG14.png,912,603,939,612,False
IMG14.png,1335,557,1380,619,False
IMG14.png,705,456,807,621,False
IMG14.png,498,384,641,620,False
IMG14.png,323,319,506,619,False
IMG14.png,95,284,327,630,False
IMG14.png,1324,89,1345,122,False
IMG14.png,-14,49,337,613,False
IMG14.png,-15,49,127,296,False
IMG14.png,1193,-14,1288,122,False
IMG14.png,1105,-4,1146,65,False
IMG14.png,837,-16,1375,215,False
IMG14.png,776,-17,1372,243,False
IMG14.png,990,176,1328,595,False
IMG14.png,1115,190,1135,225,False
IMG14.png,811,108,1161,525,False
IMG14.png,1040,282,1055,297,False
IMG14.png,1010,189,1045,238,False
IMG14.png,1015,164,1086,262,False
IMG14.png,654,35,987,445,False
IMG14.png,152,-10,623,663,False
IMG14.png,239,475,267,514,False
IMG14.png,262,422,301,476,False
IMG14.png,299,-19,516,299,False
IMG14.png,348,0,372,9,False
IMG15.png,1316,583,1353,612,False
IMG15.png,36,566,72,616,False
IMG15.png,5,552,40,597,False
IMG15.png,1026,522,1071,602,False
IMG15.png,42,518,70,545,False
IMG15.png,1187,520,1364,611,False
IMG15.png,544,482,706,623,False
IMG15.png,385,437,544,627,False
IMG15.png,1030,405,1042,441,False
IMG15.png,90,399,126,441,False
IMG15.png,605,320,636,369,False
IMG15.png,629,295,651,321,False
IMG15.png,-100,266,426,686,False
IMG15.png,319,416,348,435,False
IMG15.png,420,172,526,338,False
IMG15.png,668,160,1497,780,False
IMG15.png,1149,539,1163,564,False
IMG15.png,726,502,762,509,False
IMG15.png,1173,481,1200,490,False
IMG15.png,670,136,747,236,False
IMG15.png,740,120,756,147,False
IMG15.png,260,79,378,260,False
IMG15.png,402,67,424,93,False
IMG15.png,362,54,393,88,False
IMG15.png,197,310,469,432,False
IMG15.png,126,280,204,322,False
IMG15.png,60,253,118,288,False
IMG15.png,708,166,928,403,False
IMG15.png,938,113,977,154,False
IMG16.png,134,554,144,612,False
IMG16.png,650,536,659,612,False
IMG16.png,781,510,820,612,False
IMG16.png,882,512,889,569,False
IMG16.png,644,498,662,515,False
IMG16.png,892,491,932,601,False
IMG16.png,964,483,980,565,False
IMG16.png,820,473,847,612,False
IMG16.png,1000,565,1007,595,False
IMG16.png,1315,541,1356,583,False
IMG16.png,692,469,732,484,False
IMG16.png,776,457,809,471,False
IMG16.png,1028,428,1123,472,False
IMG16.png,1120,425,1144,445,False
IMG16.png,1170,414,1201,447,False
IMG16.png,1311,411,1360,534,False
IMG16.png,1288,403,1332,412,False
IMG16.png,1240,395,1265,410,False
IMG16.png,269,394,437,490,False
IMG16.png,410,434,434,462,False
IMG16.png,1287,367,1320,380,False
IMG16.png,91,365,98,394,False
IMG16.png,1169,361,1185,377,False
IMG16.png,822,360,918,463,False
IMG16.png,120,360,134,426,False
IMG16.png,618,340,806,475,False
IMG16.png,735,409,749,441,False
IMG16.png,1005,344,1020,386,False
IMG16.png,921,332,930,371,False
IMG16.png,91,312,105,347,False
IMG16.png,1172,290,1207,346,False
IMG16.png,1282,284,1306,309,False
IMG16.png,46,264,81,479,False
IMG16.png,221,259,242,321,False
IMG16.png,127,256,149,298,False
IMG16.png,153,253,171,342,False
IMG16.png,77,250,324,546,False
IMG16.png,246,247,266,330,False
IMG16.png,1290,244,1319,347,False
IMG16.png,446,238,625,496,False
IMG16.png,153,224,170,247,False
IMG16.png,931,222,941,266,False
IMG16.png,988,216,1000,242,False
IMG16.png,1005,200,1036,346,False
IMG16.png,163,195,179,208,False
IMG16.png,196,169,212,186,False
IMG16.png,1353,164,1363,194,False
IMG16.png,1022,150,1030,186,False
IMG16.png,1087,148,1094,185,False
IMG16.png,224,145,253,203,False
IMG16.png,984,134,1007,179,False
IMG16.png,960,119,985,178,False
IMG16.png,1193,111,1203,140,False
IMG16.png,1021,88,1032,136,False
IMG16.png,857,82,873,154,False
IMG16.png,1116,71,1144,157,False
IMG16.png,1167,48,1185,125,False
IMG16.png,979,39,1004,158,False
IMG16.png,1197,37,1206,89,False
IMG16.png,1271,28,1291,107,False
IMG16.png,1266,9,1279,58,False
IMG16.png,909,7,927,51,False
IMG16.png,186,0,302,8,False
IMG16.png,138,0,175,9,False
IMG16.png,56,0,91,9,False
IMG17.png,174,553,183,586,False
IMG17.png,356,547,380,572,False
IMG17.png,301,513,330,543,False
IMG17.png,192,520,217,579,False
IMG17.png,222,478,327,612,False
IMG17.png,233,551,257,604,False
IMG17.png,858,458,1175,620,False
IMG17.png,942,565,1038,574,False
IMG17.png,1117,545,1150,558,False
IMG17.png,1100,537,1114,555,False
IMG17.png,1100,504,1118,530,False
IMG17.png,910,464,1019,511,False
IMG17.png,1171,413,1199,596,False
IMG17.png,360,410,371,431,False
IMG17.png,354,381,505,632,False
